path,object_exist,x,y,w,h
Object/332.png,1,140,283,313,314
Object/333.png,1,66,190,307,186
Object/334.png,1,38,108,86,191
Object/335.png,1,95,59,403,470
Object/336.png,1,96,55,406,417
Object/337.png,1,225,123,371,317
Object/338.png,1,160,122,276,350
Object/339.png,1,87,218,432,332
Object/340.png,1,242,6,330,474
Object/341.png,1,267,82,292,448
Object/342.png,1,78,29,290,268
Object/343.png,1,164,197,292,269
Object/344.png,1,128,264,162,239
Object/345.png,1,378,100,221,213
Object/346.png,1,185,170,369,383
Object/347.png,1,39,123,338,469
Object/348.png,1,158,48,151,365
Object/349.png,1,100,183,288,310
Object/350.png,1,2,198,491,396
Object/351.png,1,89,57,478,422
Object/352.png,1,205,301,163,82
Object/353.png,1,297,510,294,89
Object/354.png,1,37,100,409,387
Object/355.png,1,128,129,139,174
Object/356.png,1,129,222,378,297
Object/357.png,1,94,32,423,435
Object/358.png,1,273,100,258,417
Object/359.png,1,154,170,362,197
Object/360.png,1,4,5,327,389
Object/361.png,1,247,119,268,459
Object/362.png,1,23,74,252,253
Object/363.png,1,279,95,253,153
Object/364.png,1,5,87,63,139
Object/365.png,1,65,56,412,481
Object/366.png,1,18,114,275,283
Object/367.png,1,159,67,308,263
Object/368.png,1,171,127,321,407
Object/369.png,1,188,201,349,268
Object/370.png,1,220,264,214,307
Object/371.png,1,314,79,161,248
Object/372.png,1,355,282,133,122
Object/373.png,1,375,188,216,199
Object/374.png,1,198,95,68,101
Object/375.png,1,62,235,322,311
Object/376.png,1,27,172,392,407
Object/377.png,1,101,121,262,364
Object/378.png,1,453,57,143,346
Object/379.png,1,57,156,308,331
Object/380.png,1,369,76,131,105
Object/381.png,1,113,158,203,179
Object/382.png,1,267,292,236,120
Object/383.png,1,130,179,467,142
Object/384.png,1,75,40,432,409
Object/385.png,1,174,66,344,430
Object/386.png,1,72,227,346,272
Object/387.png,1,167,43,355,365
Object/388.png,1,38,406,116,188
Object/389.png,1,134,378,299,163
Object/390.png,1,136,51,366,435
Object/391.png,1,182,25,107,184
Object/392.png,1,344,227,206,207
Object/393.png,1,46,431,147,89
Object/394.png,1,151,199,156,345
Object/395.png,1,51,85,186,217
Object/396.png,1,167,258,275,283
Object/397.png,1,34,51,447,382
Object/398.png,1,275,211,305,387
Object/399.png,1,144,267,269,207
Object/400.png,1,315,220,255,366
Object/401.png,1,212,422,97,149
Object/402.png,1,295,308,230,212
Object/403.png,1,101,66,265,245
Object/404.png,1,176,223,124,183
Object/405.png,1,93,141,471,455
Object/406.png,1,234,74,270,280
Object/407.png,1,127,81,274,380
Object/408.png,1,124,77,112,271
Object/409.png,1,144,429,153,165
Object/410.png,1,331,400,247,199
Object/411.png,1,157,34,428,377
Object/412.png,1,6,250,302,153
Object/413.png,1,33,144,478,145
Object/414.png,1,102,157,334,316
Object/415.png,1,77,55,266,333
Object/416.png,1,231,255,302,237
Object/417.png,1,385,3,204,210
Object/418.png,1,386,389,101,164
Object/419.png,1,9,201,306,166
Object/420.png,1,224,81,282,336
Object/421.png,1,40,140,244,417
Object/422.png,1,57,409,181,182
Object/423.png,1,166,361,245,148
Object/424.png,1,206,53,207,456
Object/425.png,1,87,213,273,319
Object/426.png,1,3,385,194,200
Object/427.png,1,226,260,327,279
Object/428.png,1,277,98,248,315
Object/429.png,1,41,217,216,166
Object/430.png,1,411,129,163,234
Object/431.png,1,507,12,92,141
Object/432.png,1,68,130,461,426
Object/433.png,1,343,84,100,92
Object/434.png,1,160,62,177,261
Object/435.png,1,5,162,449,434
Object/436.png,1,88,301,262,272
Object/437.png,1,456,392,119,165
Object/438.png,1,110,158,149,360
Object/439.png,1,331,127,196,211
Object/440.png,1,211,251,253,204
Object/441.png,1,48,242,278,245
Object/442.png,1,178,95,399,202
Object/443.png,1,38,278,142,43
Object/444.png,1,47,286,324,307
Object/445.png,1,238,157,314,393
Object/446.png,1,0,230,424,334
Object/447.png,1,8,56,459,472
Object/448.png,1,123,160,63,103
Object/449.png,1,24,152,282,153
Object/450.png,1,39,218,224,267
Object/451.png,1,312,205,94,161
Object/452.png,1,65,163,421,422
Object/453.png,1,170,76,291,176
Object/454.png,1,66,401,58,129
Object/455.png,1,114,118,350,409
Object/456.png,1,62,77,480,493
Object/457.png,1,39,135,379,323
Object/458.png,1,167,78,244,310
Object/459.png,1,134,73,400,308
Object/460.png,1,221,331,119,171
Object/461.png,1,119,62,308,473
Object/462.png,1,302,77,168,155
Object/463.png,1,70,255,229,211
Object/464.png,1,379,288,116,171
Object/465.png,1,5,132,446,431
Object/466.png,1,150,384,153,159
Object/467.png,1,91,146,164,228
Object/468.png,1,59,5,190,460
Object/469.png,1,275,24,296,318
Object/470.png,1,57,24,453,366
Object/471.png,1,91,20,427,377
Object/472.png,1,367,256,190,96
Object/473.png,1,356,157,186,56
Object/474.png,1,140,146,458,434
Object/475.png,1,210,77,265,331
Object/476.png,1,192,209,244,192
Object/477.png,1,326,186,133,137
Object/478.png,1,121,9,225,363
Object/479.png,1,13,199,493,268
Object/480.png,1,341,172,242,288
Object/481.png,1,331,290,64,110
Object/482.png,1,286,135,216,217
Object/483.png,1,81,42,249,151
Object/484.png,1,451,15,97,214
Object/485.png,1,241,246,180,211
Object/486.png,1,10,260,326,335
Object/487.png,1,67,23,295,252
Object/488.png,1,36,105,132,168
Object/489.png,1,393,412,137,105
Object/490.png,1,242,21,126,181
Object/491.png,1,88,88,325,498
Object/492.png,1,65,377,177,163
Object/493.png,1,10,55,420,388
Object/494.png,1,94,153,105,155
Object/495.png,1,374,303,225,217
Object/496.png,1,118,88,469,487
Object/497.png,1,214,78,246,342
Object/498.png,1,4,101,96,232
Object/499.png,1,96,28,261,281
Object/500.png,1,50,130,416,336
Object/501.png,1,63,21,485,428
Object/502.png,1,55,288,447,227
Object/503.png,1,197,186,178,54
Object/504.png,1,360,179,152,144
Object/505.png,1,350,272,82,103
Object/506.png,1,126,177,411,323
Object/507.png,1,75,118,464,477
Object/508.png,1,152,210,181,293
Object/509.png,1,22,311,286,156
Object/510.png,1,138,359,160,191
Object/511.png,1,334,299,169,289
Object/512.png,1,166,133,331,332
Object/513.png,1,129,134,374,227
Object/514.png,1,417,5,125,277
Object/515.png,1,58,169,253,296
Object/516.png,1,145,197,388,399
Object/517.png,1,190,165,407,347
Object/518.png,1,98,91,283,359
Object/519.png,1,265,351,232,178
Object/520.png,1,169,47,100,144
Object/521.png,1,45,124,172,264
Object/522.png,1,297,276,255,235
Object/523.png,1,281,25,279,257
Object/524.png,1,224,245,237,349
Object/525.png,1,399,319,197,190
Object/526.png,1,7,269,216,224
Object/527.png,1,292,209,133,185
Object/528.png,1,65,220,146,354
Object/529.png,1,361,251,150,162
Object/530.png,1,158,56,121,97
Object/531.png,1,177,186,407,359
Object/532.png,1,67,326,296,150
Object/533.png,1,91,12,311,94
Object/534.png,1,77,144,362,343
Object/535.png,1,198,122,300,375
Object/536.png,1,80,161,245,193
Object/537.png,1,293,109,252,259
Object/538.png,1,51,330,129,208
Object/539.png,1,72,293,484,264
Object/540.png,1,186,84,331,394
Object/541.png,1,253,67,286,490
Object/542.png,1,76,4,494,495
Object/543.png,1,207,363,353,214
Object/544.png,1,190,21,125,277
Object/545.png,1,104,30,214,250
Object/546.png,1,3,31,461,474
Object/547.png,1,191,337,259,221
Object/548.png,1,450,378,112,142
Object/549.png,1,112,235,420,323
Object/550.png,1,11,266,187,269
Object/551.png,1,384,210,148,228
Object/552.png,1,53,213,158,146
Object/553.png,1,51,103,465,429
Object/554.png,1,326,78,71,105
Object/555.png,1,92,184,175,169
Object/556.png,1,51,58,339,352
Object/557.png,1,62,192,182,253
Object/558.png,1,116,308,46,113
Object/559.png,1,129,65,389,418
Object/560.png,1,268,180,278,224
Object/561.png,1,32,119,416,367
Object/562.png,1,131,214,451,229
Object/563.png,1,21,101,416,126
Object/564.png,1,15,169,389,368
Object/565.png,1,33,77,375,469
Object/566.png,1,187,20,230,181
Object/567.png,1,47,356,127,131
Object/568.png,1,478,194,70,113
Object/569.png,1,295,204,256,139
Object/570.png,1,39,2,243,289
Object/571.png,1,424,5,138,236
Object/572.png,1,381,272,117,118
Object/573.png,1,24,239,473,287
Object/574.png,1,79,98,217,479
Object/575.png,1,25,176,314,367
Object/576.png,1,200,93,291,299
Object/577.png,1,187,131,318,271
Object/578.png,1,288,110,272,346
Object/579.png,1,283,334,287,221
Object/580.png,1,37,41,341,489
Object/581.png,1,121,23,308,472
Object/582.png,1,41,244,381,352
Object/583.png,1,240,25,352,325
Object/584.png,1,76,178,133,196
Object/585.png,1,167,81,429,415
Object/586.png,1,95,150,433,449
Object/587.png,1,333,13,205,285
Object/588.png,1,264,125,44,107
Object/589.png,1,453,246,130,140
Object/590.png,1,168,184,389,314
Object/591.png,1,84,230,363,320
Object/592.png,1,44,114,218,110
Object/593.png,1,211,128,377,114
Object/594.png,1,32,239,139,131
Object/595.png,1,136,288,217,271
Object/596.png,1,194,122,364,286
Object/597.png,1,445,86,111,115
Object/598.png,1,279,17,301,486
Object/599.png,1,250,249,319,174
Object/600.png,1,22,149,323,384
Object/601.png,1,156,76,62,107
Object/602.png,1,75,150,364,365
Object/603.png,1,375,253,134,81
Object/604.png,1,348,380,91,202
Object/605.png,1,192,80,378,441
Object/606.png,1,130,118,440,452
Object/607.png,1,134,106,118,100
Object/608.png,1,130,212,283,359
Object/609.png,1,117,144,186,143
Object/610.png,1,353,329,131,188
Object/611.png,1,427,115,109,168
Object/612.png,1,88,130,394,364
Object/613.png,1,240,140,264,244
Object/614.png,1,419,362,133,196
Object/615.png,1,22,478,107,103
Object/616.png,1,20,22,390,405
Object/617.png,1,392,219,175,243
Object/618.png,1,435,137,147,355
Object/619.png,1,464,214,99,107
Object/620.png,1,238,39,224,180
Object/621.png,1,274,249,221,195
Object/622.png,1,6,55,494,251
Object/623.png,1,66,86,320,97
Object/624.png,1,188,220,389,368
Object/625.png,1,290,41,287,359
Object/626.png,1,58,72,125,98
Object/627.png,1,15,382,169,174
Object/628.png,1,28,262,155,250
Object/629.png,1,215,123,319,174
Object/630.png,1,214,24,254,303
Object/631.png,1,173,21,286,490
Object/632.png,1,202,29,340,341
Object/633.png,1,137,146,408,247
Object/634.png,1,138,163,135,299
Object/635.png,1,319,328,91,107
Object/636.png,1,77,380,124,128
Object/637.png,1,200,358,264,225
Object/638.png,1,39,17,355,451
Object/639.png,1,208,326,256,197
Object/640.png,1,251,226,145,208
Object/641.png,1,337,166,116,178
Object/642.png,1,67,41,180,166
Object/643.png,1,11,34,452,417
Object/644.png,1,270,61,280,413
Object/645.png,1,68,19,376,363
Object/646.png,1,323,246,227,236
Object/647.png,1,175,94,158,220
Object/648.png,1,17,33,197,476
Object/649.png,1,14,49,423,455
Object/650.png,1,22,137,307,248
Object/651.png,1,15,10,218,192
Object/652.png,1,195,187,204,103
Object/653.png,1,22,492,299,90
Object/654.png,1,349,96,138,130
Object/655.png,1,285,258,243,304
Object/656.png,1,96,491,102,80
Object/657.png,1,201,274,160,165
Object/658.png,1,49,32,183,296
Object/659.png,1,52,494,130,70
Object/660.png,1,43,210,260,310
Object/661.png,1,379,134,154,264
Object/662.png,1,173,110,282,283
Object/663.png,1,37,149,281,170
Object/664.png,1,320,2,184,406
Object/665.png,1,100,180,159,186
Object/666.png,1,67,125,290,298
Object/667.png,1,232,312,308,263
Object/668.png,1,324,253,188,239
Object/669.png,1,112,129,187,144
Object/670.png,1,244,7,298,427
Object/671.png,1,167,9,310,476
Object/672.png,1,44,33,467,431
Object/673.png,1,90,32,474,438
Object/674.png,1,91,172,289,426
Object/675.png,1,93,0,402,388
Object/676.png,1,115,321,248,258
Object/677.png,1,338,331,164,228
Object/678.png,1,116,154,168,406
Object/679.png,1,251,33,185,199
Object/680.png,1,228,329,307,248
Object/681.png,1,246,369,187,165
Object/682.png,1,97,436,284,144
Object/683.png,1,47,335,319,97
Object/684.png,1,256,166,335,317
Object/685.png,1,213,235,149,187
Object/686.png,1,243,6,240,189
Object/687.png,1,128,185,104,107
Object/688.png,1,251,101,309,498
Object/689.png,1,318,127,234,127
Object/690.png,1,238,246,286,341
Object/691.png,1,382,113,149,256
Object/692.png,1,353,284,163,164
Object/693.png,1,226,110,357,216
Object/694.png,1,9,186,185,409
Object/695.png,1,67,139,392,458
Object/696.png,1,75,234,222,228
Object/697.png,1,50,301,229,195
Object/698.png,1,196,145,261,331
Object/699.png,1,177,40,395,304
Object/700.png,1,263,78,281,404
Object/701.png,1,302,143,278,426
Object/702.png,1,43,254,126,116
Object/703.png,1,33,39,400,369
Object/704.png,1,307,233,68,100
Object/705.png,1,141,166,421,407
Object/706.png,1,85,88,435,451
Object/707.png,1,137,381,90,125
Object/708.png,1,377,140,161,389
Object/709.png,1,359,393,133,143
Object/710.png,1,27,174,204,164
Object/711.png,1,157,207,195,172
Object/712.png,1,388,465,211,107
Object/713.png,1,24,308,347,105
Object/714.png,1,455,367,113,107
Object/715.png,1,109,260,81,102
Object/716.png,1,153,337,268,211
Object/717.png,1,47,68,176,181
Object/718.png,1,311,209,150,243
Object/719.png,1,155,270,399,217
Object/720.png,1,183,140,274,326
Object/721.png,1,328,2,196,336
Object/722.png,1,57,118,430,431
Object/723.png,1,451,184,136,82
Object/724.png,1,428,325,76,169
Object/725.png,1,402,152,119,139
Object/726.png,1,220,211,344,354
Object/727.png,1,29,212,378,323
Object/728.png,1,124,153,312,396
Object/729.png,1,93,352,272,209
Object/730.png,1,248,30,300,431
Object/731.png,1,48,82,174,267
Object/732.png,1,21,44,409,378
Object/733.png,1,158,213,370,342
Object/734.png,1,275,57,191,282
Object/735.png,1,188,8,361,349
Object/736.png,1,28,206,317,329
Object/737.png,1,253,1,168,234
Object/738.png,1,385,36,177,429
Object/739.png,1,148,140,361,388
Object/740.png,1,237,129,266,214
Object/741.png,1,209,140,376,332
Object/742.png,1,57,161,117,59
Object/743.png,1,206,232,382,116
Object/744.png,1,392,104,175,165
Object/745.png,1,263,27,251,314
Object/746.png,1,175,453,152,119
Object/747.png,1,197,96,192,198
Object/748.png,1,76,181,144,233
Object/749.png,1,269,61,283,154
Object/750.png,1,118,7,419,498
Object/751.png,1,202,54,234,400
Object/752.png,1,13,41,343,344
Object/753.png,1,118,379,321,195
Object/754.png,1,264,308,110,244
Object/755.png,1,104,68,246,288
Object/756.png,1,204,10,261,268
Object/757.png,1,154,229,319,272
Object/758.png,1,79,15,346,439
Object/759.png,1,128,355,253,194
Object/760.png,1,472,222,92,132
Object/761.png,1,103,96,189,291
Object/762.png,1,53,137,224,207
Object/763.png,1,23,68,491,454
Object/764.png,1,85,79,307,452
Object/765.png,1,43,5,368,356
Object/766.png,1,297,51,232,241
Object/767.png,1,403,206,156,217
Object/768.png,1,398,3,143,346
Object/769.png,1,279,64,246,265
Object/770.png,1,68,7,389,314
Object/771.png,1,207,216,157,138
Object/772.png,1,22,110,329,167
Object/773.png,1,64,494,242,73
Object/774.png,1,139,107,345,327
Object/775.png,1,16,94,398,498
Object/776.png,1,215,293,332,261
Object/777.png,1,171,223,355,365
Object/778.png,1,348,153,217,350
Object/779.png,1,226,115,174,94
Object/780.png,1,61,45,246,293
Object/781.png,1,296,63,286,489
Object/782.png,1,102,16,384,385
Object/783.png,1,218,286,359,218
Object/784.png,1,103,24,112,248
Object/785.png,1,288,112,269,314
Object/786.png,1,42,120,465,478
Object/787.png,1,82,154,268,229
Object/788.png,1,91,84,381,483
Object/789.png,1,275,58,171,131
Object/790.png,1,116,331,181,260
Object/791.png,1,302,196,236,362
Object/792.png,1,64,63,457,422
Object/793.png,1,114,249,367,339
Object/794.png,1,179,315,187,276
Object/795.png,1,24,99,383,370
Object/796.png,1,59,122,456,473
Object/797.png,1,73,84,238,330
Object/798.png,1,68,93,201,486
Object/799.png,1,223,126,339,364
Object/800.png,1,251,191,342,276
Object/801.png,1,138,6,275,242
Object/802.png,1,18,291,354,180
Object/803.png,1,189,428,409,124
Object/804.png,1,252,219,135,128
Object/805.png,1,381,379,149,186
Object/806.png,1,42,166,486,382
Object/807.png,1,94,291,191,197
Object/808.png,1,478,294,118,191
Object/809.png,1,82,372,390,212
Object/810.png,1,253,441,131,156
Object/811.png,1,28,119,257,439
Object/812.png,1,252,330,212,213
Object/813.png,1,136,343,358,217
Object/814.png,1,182,174,123,272
Object/815.png,1,25,13,412,481
Object/816.png,1,166,102,399,410
Object/817.png,1,226,422,166,141
Object/818.png,1,8,73,303,385
Object/819.png,1,132,127,412,317
Object/820.png,1,16,198,127,182
